tic,fap_ref,routed,Lambda,shape_pass,n_transits,fap_gate_pass
241765380,0.7022977022977023,True,11.781695823681158,True,9,False
24186466,0.5364635364635365,False,0.0,False,0,
24225968,0.2477522477522477,True,16.668022326624534,True,4,False
24269255,0.3906093906093906,True,27.970357768986286,True,3,False
24270027,0.2387612387612387,False,0.0,False,0,
246820769,0.7112887112887113,False,0.0,False,0,
246822906,0.1838161838161838,False,0.0,False,0,
246848176,0.4475524475524475,False,0.0,False,0,
246851853,0.2287712287712287,False,0.0,False,0,
246862277,0.4935064935064935,False,0.0,False,0,
246862438,0.1848151848151848,False,0.0,False,0,
248945424,0.4755244755244755,False,0.0,False,0,
248946014,0.5004995004995005,False,0.0,False,0,
248947399,0.5564435564435565,False,0.0,False,0,
248949078,0.4275724275724276,False,0.0,False,0,
246883482,0.3006993006993007,False,0.0,False,0,
24696180,0.4125874125874126,True,0.3604675917092308,True,90,False
248380067,0.8471528471528471,False,0.0,False,0,
248392812,0.3046953046953047,False,0.0,False,0,
248952191,0.7192807192807192,False,0.0,False,0,
248952560,0.5514485514485514,False,0.0,False,0,
248953025,0.6903096903096904,False,0.0,False,0,
248955543,0.0199800199800199,False,0.0,False,0,
248956869,0.5044955044955045,False,0.0,False,0,
248959076,0.4745254745254745,True,4.629300568049382,False,25,False
248962024,0.5104895104895105,False,0.0,False,0,
248962582,0.3376623376623376,False,0.0,False,0,
248987739,0.2377622377622377,False,0.0,False,0,
251821926,0.2577422577422577,False,0.0,False,0,
251828729,0.4465534465534465,False,0.0,False,0,
251828912,0.2367632367632367,False,0.0,False,0,
251840720,0.4315684315684315,False,0.0,False,0,
251844875,0.0869130869130869,False,0.0,False,0,
251845125,0.1688311688311688,True,5.824346451572947,True,6,False
251885542,0.2937062937062937,False,0.0,False,0,
251886567,0.4045954045954046,False,0.0,False,0,
251886984,0.2037962037962038,True,13.739838294193651,True,6,False
251887089,0.7082917082917083,False,0.0,False,0,
254302983,0.3596403596403596,False,0.0,False,0,
259472825,0.4315684315684315,False,0.0,False,0,
259472888,0.1508491508491508,False,0.0,False,0,
259477227,0.4285714285714285,False,0.0,False,0,
259592530,,False,0.0,False,0,
260750374,0.5094905094905094,False,0.0,False,0,
260854590,0.7342657342657343,False,0.0,False,0,
261543672,0.6553446553446554,True,0.05828794226250981,True,39,False
262810040,0.3306693306693307,False,0.0,False,0,
260507598,0.1058941058941058,True,34.43976838588564,True,2,False
260507876,0.8961038961038961,True,1.1319955850518764,True,3,False
260604507,0.8541458541458542,False,0.0,False,0,
260604509,0.4955044955044955,False,0.0,False,0,
262824477,0.2947052947052947,True,0.0,True,38,False
265438551,0.5274725274725275,False,0.0,False,0,
265468668,0.952047952047952,False,0.0,False,0,
266640615,0.4325674325674326,True,1.686318112345909,True,6,False
260266449,0.5174825174825175,True,0.0,False,10,False
260420823,0.0519480519480519,True,12.404653588105981,True,6,False
260476107,0.8361638361638362,True,45.4839294929375,True,2,False
260476779,0.4885114885114885,True,0.04722835522249028,True,120,False
266640848,0.6433566433566433,False,0.0,False,0,
266723295,1.0,False,0.0,False,0,
266735121,0.966033966033966,True,15.047072195473712,True,3,False
266784171,0.2057942057942058,False,0.0,False,0,
266785297,,False,0.0,False,0,
266787143,0.2667332667332667,False,0.0,False,0,
266787510,0.3586413586413586,False,0.0,False,0,
266905315,0.8051948051948052,False,0.0,False,0,
266966946,0.3796203796203796,True,11.914152362234542,True,3,False
266994265,0.6673326673326674,False,0.0,False,0,
266994443,0.6993006993006993,False,0.0,False,0,
267002000,0.5214785214785215,False,0.0,False,0,
267040956,0.2717282717282717,False,0.0,False,0,
267041899,0.8231768231768232,True,1.4454564575571234,True,47,False
267046790,0.5814185814185814,False,0.0,False,0,
267090033,0.4855144855144855,False,0.0,False,0,
267183401,0.3536463536463536,False,0.0,False,0,
267324084,0.7172827172827173,False,0.0,False,0,
268751690,0.6853146853146853,False,0.0,False,0,
268765642,0.5974025974025974,True,28.162866430916335,True,6,False
268765670,0.2527472527472527,False,0.0,False,0,
268785978,0.7752247752247752,True,17.882308899000567,True,8,False
269847768,0.5554445554445554,False,0.0,False,0,
270166054,0.1288711288711288,False,0.0,False,0,
270173850,0.6493506493506493,False,0.0,False,0,
270174158,0.7392607392607392,False,0.0,False,0,
270249497,0.4925074925074925,False,0.0,False,0,
270260170,0.8191808191808192,False,0.0,False,0,
270268773,0.7492507492507493,False,0.0,False,0,
270269007,0.2807192807192807,False,0.0,False,0,
270286182,0.6013986013986014,False,0.0,False,0,
270302483,0.5484515484515484,False,0.0,False,0,
270303376,0.1158841158841158,False,0.0,False,0,
270337261,0.0459540459540459,False,0.0,False,0,
270480629,0.0979020979020979,False,0.0,False,0,
270481071,0.4575424575424575,False,0.0,False,0,
270621612,0.2137862137862138,False,0.0,False,0,
270622780,0.5084915084915085,False,0.0,False,0,
270653912,0.7442557442557443,False,0.0,False,0,
273555466,0.4725274725274725,False,0.0,False,0,
273569625,0.6273726273726273,False,0.0,False,0,
273652136,0.0769230769230769,False,0.0,False,0,
273734245,0.3376623376623376,False,0.0,False,0,
273792114,0.5414585414585414,False,0.0,False,0,
277891996,0.4925074925074925,False,0.0,False,0,
277892453,0.0809190809190809,False,0.0,False,0,
277911424,0.924075924075924,False,0.0,False,0,
277911656,0.2907092907092907,False,0.0,False,0,
277912869,0.4355644355644356,False,0.0,False,0,
277940529,0.956043956043956,False,0.0,False,0,
278777620,0.0409590409590409,True,2.8900190561552517,True,38,False
278779083,0.3306693306693307,False,0.0,False,0,
278957617,0.904095904095904,True,0.0,True,2,False
278990983,0.6063936063936064,False,0.0,False,0,
278991073,0.3446553446553446,False,0.0,False,0,
278991349,0.1808191808191808,False,0.0,False,0,
278991580,0.1058941058941058,False,0.0,False,0,
279052786,0.3356643356643357,True,1.084543648407677,True,95,False
279054946,0.1808191808191808,False,0.0,False,0,
279055830,0.0809190809190809,False,0.0,False,0,
279091165,,False,0.0,False,0,
279092536,0.0339660339660339,True,0.349835721003619,True,110,False
279159844,0.8691308691308691,False,0.0,False,0,
279160404,0.5354645354645354,False,0.0,False,0,
279087952,0.3916083916083916,True,0.0,True,73,False
279088303,0.0709290709290709,True,0.0,True,31,False
279088539,0.2337662337662337,True,0.04568299063081628,True,120,False
279091054,0.2117882117882117,True,0.7969868005166763,True,72,False
280698967,0.2917082917082917,False,0.0,False,0,
280789406,0.2697302697302697,False,0.0,False,0,
280789967,0.4035964035964036,False,0.0,False,0,
281497193,0.0199800199800199,False,0.0,False,0,
279318109,0.6583416583416584,True,2.6251494991970414,True,103,False
279322448,0.0019980019980019,False,0.0,False,0,
279362216,0.0219780219780219,False,0.0,False,0,
279425657,0.7832167832167832,True,0.0,True,44,False
281574579,0.2627372627372627,False,0.0,False,0,
281593180,0.8981018981018981,False,0.0,False,0,
281703171,0.6583416583416584,False,0.0,False,0,
281729296,0.9270729270729272,False,0.0,False,0,
281781343,0.3936063936063936,False,0.0,False,0,
281786416,0.5684315684315684,False,0.0,False,0,
281815410,0.1198801198801198,False,0.0,False,0,
284077350,0.6833166833166833,False,0.0,False,0,
284083051,0.2737262737262737,False,0.0,False,0,
284083493,0.6713286713286714,False,0.0,False,0,
284121210,0.4885114885114885,False,0.0,False,0,
289626783,0.1868131868131868,True,10.972999783365665,True,4,False
293526840,0.5574425574425574,False,0.0,False,0,
293571273,0.1658341658341658,False,0.0,False,0,
293618282,0.8241758241758241,False,0.0,False,0,
299134881,0.5834165834165834,False,0.0,False,0,
290303700,0.7892107892107892,True,0.0,True,3,False
293271518,0.1208791208791208,True,1.276155913321132,False,20,False
293508748,0.7712287712287712,False,0.0,False,0,
293525326,0.0769230769230769,False,0.0,False,0,
299176514,0.8721278721278721,False,0.0,False,0,
299177892,0.1618381618381618,False,0.0,False,0,
299897517,0.8821178821178821,False,0.0,False,0,
303953504,0.1148851148851148,False,0.0,False,0,
311864780,0.3346653346653346,False,0.0,False,0,
311883977,0.5444555444555444,False,0.0,False,0,
313934195,0.3066933066933067,False,0.0,False,0,
316830011,0.7022977022977023,False,0.0,False,0,
316831681,0.1908091908091908,False,0.0,False,0,
316832207,0.2027972027972027,False,0.0,False,0,
316855037,0.1548451548451548,False,0.0,False,0,
316881711,0.8191808191808192,True,0.0,True,25,False
303981359,0.1468531468531468,True,0.8539948662867151,True,63,False
308209064,0.1878121878121878,False,0.0,False,0,
308209067,0.6103896103896104,False,0.0,False,0,
308210106,0.5414585414585414,False,0.0,False,0,
317128444,0.7892107892107892,False,0.0,False,0,
32198742,0.1268731268731268,False,0.0,False,0,
32200787,0.2547452547452547,True,14.278469574633414,True,45,False
322048480,0.4895104895104895,False,0.0,False,0,
316934730,0.7632367632367633,True,0.0,True,77,False
316968412,0.2197802197802197,False,0.0,False,0,
316992294,0.4535464535464535,False,0.0,False,0,
317088106,0.0579420579420579,False,0.0,False,0,
322050553,0.2297702297702297,False,0.0,False,0,
322065322,0.2787212787212787,True,1.2394950569592107,True,21,False
322075273,,False,0.0,False,0,
32207625,0.8051948051948052,False,0.0,False,0,
325338671,0.4355644355644356,False,0.0,False,0,
326205481,0.4585414585414585,False,0.0,False,0,
326210415,0.2617382617382617,False,0.0,False,0,
327939708,0.4235764235764235,False,0.0,False,0,
336876701,0.8331668331668332,False,0.0,False,0,
344283272,0.2457542457542457,False,0.0,False,0,
344320670,0.91008991008991,False,0.0,False,0,
344368428,0.3246753246753247,False,0.0,False,0,
327996109,0.5164835164835165,False,0.0,False,0,
33490526,0.5354645354645354,False,0.0,False,0,
336874964,0.1718281718281718,False,0.0,False,0,
336875204,0.4765234765234765,False,0.0,False,0,
35704767,0.1358641358641358,False,0.0,False,0,
358250131,0.5744255744255744,False,0.0,False,0,
358512823,0.3766233766233766,False,0.0,False,0,
369219815,0.2237762237762237,False,0.0,False,0,
355403599,0.2837162837162837,False,0.0,False,0,
355425821,0.954045954045954,True,0.4123738117820633,True,8,False
355426813,0.8391608391608392,True,28.276268977385072,True,2,False
355480244,0.3346653346653346,True,4.8658289182343815,True,5,False
355508749,0.0779220779220779,False,0.0,False,0,
355602286,0.1438561438561438,True,6.163049249930489,True,6,False
355652342,0.4375624375624375,False,0.0,False,0,
355767588,0.6933066933066933,True,46.736287235595256,True,3,False
369219891,0.8031968031968032,False,0.0,False,0,
369455534,0.1218781218781218,False,0.0,False,0,
369458346,0.5174825174825175,False,0.0,False,0,
369480804,0.3436563436563437,False,0.0,False,0,
370233036,0.4775224775224775,True,0.0,True,20,False
370281600,0.1828171828171828,False,0.0,False,0,
370324466,0.6353646353646354,False,0.0,False,0,
372817741,0.1308691308691308,False,0.0,False,0,
37716298,0.3116883116883117,False,0.0,False,0,
37716639,0.3376623376623376,False,0.0,False,0,
37745770,0.4715284715284715,True,14.435163220997271,True,3,False
37751660,0.1618381618381618,False,0.0,False,0,
369480832,0.4445554445554445,False,0.0,False,0,
369603767,0.5614385614385614,True,6.313204981014212,True,40,False
369706317,0.7812187812187812,True,19.282195707077957,True,3,False
369964134,0.3166833166833167,True,0.6229436981863792,False,14,False
37762662,0.4415584415584415,False,0.0,False,0,
37774136,0.6083916083916084,False,0.0,False,0,
380436218,0.0739260739260739,False,0.0,False,0,
380436242,,False,0.0,False,0,
372848247,0.7392607392607392,True,4.8460224077068075,True,63,False
372849495,0.6213786213786214,True,0.0,True,75,False
375059160,0.5054945054945055,True,1.338555097339956,True,67,False
375089653,0.8161838161838162,True,25.935773141238023,True,2,False
380827643,0.4855144855144855,False,0.0,False,0,
380858160,0.7452547452547452,False,0.0,False,0,
381855507,0.2427572427572427,False,0.0,False,0,
381858453,0.4845154845154845,False,0.0,False,0,
382219663,0.1048951048951049,False,0.0,False,0,
382413530,0.8751248751248751,False,0.0,False,0,
382416402,0.4055944055944055,False,0.0,False,0,
382532460,0.2337662337662337,False,0.0,False,0,
382552251,,False,0.0,False,0,
3836364,0.0849150849150849,False,0.0,False,0,
389087654,0.3536463536463536,False,0.0,False,0,
389131517,0.4435564435564436,False,0.0,False,0,
389527466,0.4905094905094905,False,0.0,False,0,
389527948,0.6683316683316683,False,0.0,False,0,
389628260,0.1808191808191808,False,0.0,False,0,
389751904,0.2537462537462537,True,5.286854814712562,True,8,False
389752285,0.4135864135864135,False,0.0,False,0,
389756744,0.2617382617382617,False,0.0,False,0,
3922529,0.3736263736263736,False,0.0,False,0,
393490406,0.9150849150849152,False,0.0,False,0,
393964361,0.3076923076923077,False,0.0,False,0,
394494795,0.1328671328671328,False,0.0,False,0,
3965116,0.7812187812187812,False,0.0,False,0,
396695653,0.7732267732267732,False,0.0,False,0,
393490564,0.2347652347652347,False,0.0,False,0,
393491843,0.0949050949050949,True,9.114454639992378,True,4,False
393962765,0.2427572427572427,False,0.0,False,0,
393964275,0.6293706293706294,False,0.0,False,0,
396720311,0.2147852147852147,False,0.0,False,0,
396721425,0.5154845154845155,True,2.0149392722109365,True,24,False
396721668,0.2947052947052947,False,0.0,False,0,
396721744,0.5244755244755245,False,0.0,False,0,
40046362,0.3976023976023976,False,0.0,False,0,
40059019,0.2417582417582417,False,0.0,False,0,
40060706,0.8041958041958042,False,0.0,False,0,
40083560,0.5854145854145855,False,0.0,False,0,
3990356,0.5084915084915085,False,0.0,False,0,
3990380,0.8041958041958042,False,0.0,False,0,
40043612,0.8541458541458542,True,6.088363866662274,True,11,False
40045054,,False,0.0,False,0,
401890220,0.0769230769230769,False,0.0,False,0,
401985735,0.5244755244755245,False,0.0,False,0,
401986029,0.7062937062937062,False,0.0,False,0,
402028212,0.1838161838161838,False,0.0,False,0,
402041756,0.4375624375624375,False,0.0,False,0,
402042483,0.0159840159840159,False,0.0,False,0,
402103411,0.1368631368631368,False,0.0,False,0,
402112759,0.6453546453546454,False,0.0,False,0,
40103277,0.3026973026973027,True,0.3392314267789339,True,28,False
40103287,0.1588411588411588,False,0.0,False,0,
40182390,0.1488511488511488,False,0.0,False,0,
401838756,0.3196803196803197,True,5.773159668752391,False,12,False
404462097,0.0989010989010989,False,0.0,False,0,
405428615,0.6793206793206793,False,0.0,False,0,
406351414,0.1398601398601398,False,0.0,False,0,
406353280,0.7062937062937062,False,0.0,False,0,
406353865,0.2637362637362637,False,0.0,False,0,
407581546,0.7032967032967034,False,0.0,False,0,
408013652,0.4175824175824176,False,0.0,False,0,
408016281,0.8941058941058941,False,0.0,False,0,
402128282,0.2827172827172827,False,0.0,False,0,
402129242,0.1788211788211788,False,0.0,False,0,
402129745,0.7032967032967034,False,0.0,False,0,
402130354,0.5334665334665335,False,0.0,False,0,
408037026,0.6813186813186813,False,0.0,False,0,
408049337,0.4545454545454545,True,4.478992737955879,True,5,False
408067963,0.7782217782217782,False,0.0,False,0,
408069339,0.1638361638361638,False,0.0,False,0,
408070719,0.4315684315684315,False,0.0,False,0,
408083839,0.3316683316683316,True,0.19209661672774714,True,13,False
410135251,0.8011988011988012,False,0.0,False,0,
410212351,0.6733266733266733,False,0.0,False,0,
410253041,0.5694305694305695,False,0.0,False,0,
410255881,0.2877122877122877,False,0.0,False,0,
410442002,0.6583416583416584,True,0.17901385039251022,True,45,False
41898474,0.0129870129870129,True,4.953266647683666,True,11,False
419016040,0.1998001998001998,False,0.0,False,0,
42074448,0.0799200799200799,False,0.0,False,0,
421873120,0.4165834165834166,False,0.0,False,0,
421937394,0.4055944055944055,False,0.0,False,0,
439460890,0.4905094905094905,False,0.0,False,0,
439463902,0.2697302697302697,False,0.0,False,0,
439466001,0.5264735264735265,False,0.0,False,0,
439492792,0.5894105894105894,False,0.0,False,0,
425938730,0.2207792207792207,False,0.0,False,0,
426012953,0.971028971028971,False,0.0,False,0,
43362331,0.7762237762237763,False,0.0,False,0,
439455229,0.1978021978021978,False,0.0,False,0,
441491515,0.3856143856143856,False,0.0,False,0,
441493794,0.7752247752247752,False,0.0,False,0,
44624744,0.3726273726273726,False,0.0,False,0,
44624757,,False,0.0,False,0,
425881596,0.4335664335664335,True,12.315624788650778,True,7,False
425883009,0.7552447552447552,True,0.4429776031728523,True,11,False
425883195,0.949050949050949,False,0.0,False,0,
425884565,0.3146853146853147,True,0.0,True,89,False
469914390,0.1648351648351648,False,0.0,False,0,
469933344,0.5084915084915085,True,0.8601237724373324,True,19,False
469933397,0.4445554445554445,False,0.0,False,0,
469939625,0.6993006993006993,True,2.048882483232458,True,40,False
469966859,0.2117882117882117,False,0.0,False,0,
469972461,0.5454545454545454,False,0.0,False,0,
52016952,0.3236763236763236,False,0.0,False,0,
52077955,0.5814185814185814,False,0.0,False,0,
52314627,0.2527472527472527,False,0.0,False,0,
52315024,0.0209790209790209,False,0.0,False,0,
52365497,0.6423576423576424,False,0.0,False,0,
52367601,0.919080919080919,True,1.6046429746575208,True,10,False
52194213,0.3476523476523476,False,0.0,False,0,
52257960,0.2007992007992008,True,9.206160315078709,True,3,False
52286391,0.6383616383616384,False,0.0,False,0,
52307802,0.3606393606393606,False,0.0,False,0,
53850732,,False,0.0,False,0,
53894240,0.3536463536463536,False,0.0,False,0,
53976572,0.5984015984015985,False,0.0,False,0,
55855870,0.5584415584415584,False,0.0,False,0,
55856742,0.965034965034965,False,0.0,False,0,
60369879,0.2427572427572427,False,0.0,False,0,
60371639,0.3246753246753247,False,0.0,False,0,
61981778,0.5654345654345654,False,0.0,False,0,
62221982,0.7712287712287712,False,0.0,False,0,
62377610,0.2017982017982018,True,35.711416024092685,False,10,False
63697276,0.5554445554445554,False,0.0,False,0,
63697344,0.6273726273726273,False,0.0,False,0,
63697556,0.8961038961038961,False,0.0,False,0,
66357973,0.6323676323676324,False,0.0,False,0,
66374862,0.0419580419580419,False,0.0,False,0,
66399111,0.2487512487512487,False,0.0,False,0,
66536204,0.5784215784215784,False,0.0,False,0,
67544844,0.2677322677322677,False,0.0,False,0,
70420258,0.4645354645354645,False,0.0,False,0,
70723782,0.7442557442557443,False,0.0,False,0,
66410290,0.2677322677322677,False,0.0,False,0,
66411836,0.3656343656343656,False,0.0,False,0,
66412048,0.7822177822177823,False,0.0,False,0,
66435575,0.2557442557442557,False,0.0,False,0,
70742137,0.7242757242757243,False,0.0,False,0,
70762901,0.5034965034965035,False,0.0,False,0,
70763084,0.2047952047952048,False,0.0,False,0,
70774607,0.3926073926073926,False,0.0,False,0,
70775391,0.8151848151848152,False,0.0,False,0,
70775634,0.5884115884115884,True,13.052555417623083,True,4,False
70776480,0.6593406593406593,False,0.0,False,0,
70777408,0.4145854145854146,False,0.0,False,0,
70785900,0.0159840159840159,False,0.0,False,0,
70787947,0.4035964035964036,False,0.0,False,0,
70788069,0.4245754245754246,False,0.0,False,0,
70797827,0.7182817182817183,False,0.0,False,0,
70858051,0.8861138861138861,False,0.0,False,0,
7186216,0.4595404595404595,False,0.0,False,0,
75353219,0.6483516483516484,False,0.0,False,0,
75353949,0.4115884115884116,False,0.0,False,0,
75373928,0.2167832167832167,False,0.0,False,0,
77005811,0.3486513486513486,False,0.0,False,0,
79172136,0.902097902097902,False,0.0,False,0,
79282952,0.8061938061938062,False,0.0,False,0,
79325634,0.4855144855144855,True,21.362051554615327,True,4,False
79354962,0.2257742257742257,False,0.0,False,0,
79395764,0.5074925074925075,False,0.0,False,0,
79405368,0.3596403596403596,False,0.0,False,0,
79405578,0.3016983016983017,False,0.0,False,0,
79569274,0.94005994005994,False,0.0,False,0,
80080784,0.5974025974025974,False,0.0,False,0,
80260513,0.2967032967032967,False,0.0,False,0,
80314959,0.5144855144855145,False,0.0,False,0,
80340568,0.3496503496503496,False,0.0,False,0,
80342205,0.4875124875124875,False,0.0,False,0,
80427253,0.6803196803196803,False,0.0,False,0,
80427599,0.4235764235764235,False,0.0,False,0,
80427634,0.2107892107892107,False,0.0,False,0,
80430430,0.4965034965034965,False,0.0,False,0,
80438267,0.6553446553446554,False,0.0,False,0,
80510666,0.2007992007992008,True,10.753279588578916,True,4,False
8196402,0.0069930069930069,False,0.0,False,0,
89002990,0.7202797202797203,True,2.7789184995271756,False,33,False
89018360,0.0349650349650349,False,0.0,False,0,
89021585,0.3126873126873127,True,0.47204376841048973,True,45,False
92131593,0.3956043956043956,False,0.0,False,0,
92228046,0.6803196803196803,False,0.0,False,0,
92258567,0.6793206793206793,True,0.0,True,19,False
92442172,0.7932067932067932,False,0.0,False,0,
92452841,0.4405594405594406,True,212.57958351504982,False,4,False
92497469,0.0789210789210789,True,18.771879566251442,True,43,False
92595555,,False,0.0,False,0,
92706840,0.1938061938061938,True,4.853135068557958,False,40,False
92994093,0.7832167832167832,False,0.0,False,0,
92995003,0.1808191808191808,False,0.0,False,0,
9699512,0.1518481518481518,True,13.293597137483305,True,3,False
97410755,0.3146853146853147,True,0.0,False,22,False
9788918,0.5404595404595405,False,0.0,False,0,
98609758,0.1538461538461538,False,0.0,False,0,
98659013,0.97002997002997,False,0.0,False,0,
98665166,0.1588411588411588,False,0.0,False,0,
98666609,0.6343656343656343,False,0.0,False,0,
98666650,0.5484515484515484,False,0.0,False,0,
98672854,0.1898101898101898,False,0.0,False,0,
98672920,0.6553446553446554,False,0.0,False,0,
98678529,0.4555444555444555,False,0.0,False,0,
