tic,n_cadences,tau_recorded,tau_recomputed,tau_c,has_m1_row,n_events,baseline_days,obs_R,fap_A_0.05,Lb_A_0.05,fap_C_0.05,Lb_C_0.05,fap_A_0.1,Lb_A_0.1,fap_C_0.1,Lb_C_0.1,fap_A_0.2,Lb_A_0.2,fap_C_0.2,Lb_C_0.2
100029948,27523,,0.0583337828652474,0.0583337828652474,False,28,49.60428192617974,0.9967491873524948,0.0009990009990009,0.15,0.0009990009990009,0.1750013485957424,0.0009990009990009,0.3,0.0009990009990009,0.3,0.0009990009990009,0.6000000000000001,0.0009990009990009,0.6000000000000001
100067280,27619,,0.0083334022110648,0.0083334022110648,False,27,49.604315725505785,0.47055397624307,0.2217782217782218,0.15,0.2217782217782218,0.15,0.2187812187812187,0.3,0.2187812187812187,0.3,0.2287712287712287,0.6000000000000001,0.2287712287712287,0.6000000000000001
100100829,27529,,0.0083333884729199,0.0083333884729199,False,35,49.60423528880483,0.5497291993457553,0.0029970029970029,0.15,0.0029970029970029,0.15,0.0049950049950049,0.3,0.0049950049950049,0.3,0.0069930069930069,0.6000000000000001,0.0069930069930069,0.6000000000000001
100101948,27533,,0.0083333942939134,0.0083333942939134,False,34,49.60427103086977,0.4242120782360836,0.3986013986013986,0.15,0.3986013986013986,0.15,0.3956043956043956,0.3,0.3956043956043956,0.3,0.3806193806193806,0.6000000000000001,0.3806193806193806,0.6000000000000001
100102303,27492,,0.0083334108244343,0.0083334108244343,False,32,49.604358489975766,0.331571927712273,0.973026973026973,0.15,0.973026973026973,0.15,0.948051948051948,0.3,0.948051948051948,0.3,0.97002997002997,0.6000000000000001,0.97002997002997,0.6000000000000001
100103683,27528,0.008333373338246,0.008333373338246,0.008333373338246,True,26,49.60415549005984,0.3678020154460627,0.8201798201798202,0.15,0.8201798201798202,0.15,0.8741258741258742,0.3,0.8741258741258742,0.3,0.913086913086913,0.6000000000000001,0.913086913086913,0.6000000000000001
100106368,27555,,0.0083333982513522,0.0083333982513522,False,28,49.60429635050377,0.4572651982692244,0.3906093906093906,0.15,0.3906093906093906,0.15,0.3586413586413586,0.3,0.3586413586413586,0.3,0.3536463536463536,0.6000000000000001,0.3536463536463536,0.6000000000000001
100107681,27619,,0.008333397786373,0.008333397786373,False,34,49.60429849883212,0.4379963323275224,0.2107892107892107,0.15,0.2107892107892107,0.15,0.1738261738261738,0.3,0.1738261738261738,0.3,0.1688311688311688,0.6000000000000001,0.1688311688311688,0.6000000000000001
100123131,27491,,0.0083334003470554,0.0083334003470554,False,33,49.60430637153467,0.3286109414924125,0.985014985014985,0.15,0.985014985014985,0.15,0.986013986013986,0.3,0.986013986013986,0.3,0.978021978021978,0.6000000000000001,0.978021978021978,0.6000000000000001
100123854,11040,,0.0027777475461334,0.0027777475461334,False,8,17.77479447021551,0.6283351900569243,0.5324675324675324,0.15,0.5324675324675324,0.15,0.5574425574425574,0.3,0.5574425574425574,0.3,0.6303696303696303,0.6000000000000001,0.6303696303696303,0.6000000000000001
100921427,11181,,0.0027778162309459,0.0027778162309459,False,13,17.778016339190344,0.6571441742328262,0.3066933066933067,0.15,0.3066933066933067,0.15,0.3016983016983017,0.3,0.3016983016983017,0.3,0.3136863136863136,0.6000000000000001,0.3136863136863136,0.6000000000000001
100975203,11750,,0.0027778164640039,0.0027778164640039,False,9,17.778021537367295,0.6909096156124621,0.2947052947052947,0.15,0.2947052947052947,0.15,0.2697302697302697,0.3,0.2697302697302697,0.3,0.2937062937062937,0.6000000000000001,0.2937062937062937,0.6000000000000001
100990409,11256,,0.0027778218245657,0.0027778218245657,False,5,17.77805352736641,0.7709909296251236,0.2567432567432567,0.15,0.2567432567432567,0.15,0.3106893106893107,0.3,0.3106893106893107,0.3,0.3486513486513486,0.6000000000000001,0.3486513486513486,0.6000000000000001
101014057,11209,,0.0027778215860507,0.0027778215860507,False,12,17.778051104763563,0.5669634270133618,0.5624375624375625,0.15,0.5624375624375625,0.15,0.6343656343656343,0.3,0.6343656343656343,0.3,0.7152847152847153,0.6000000000000001,0.7152847152847153,0.6000000000000001
101017159,11152,,0.002777815532454,0.002777815532454,False,12,17.77801237711128,0.5127945671787718,0.7392607392607392,0.15,0.7392607392607392,0.15,0.7322677322677322,0.3,0.7322677322677322,0.3,0.7562437562437563,0.6000000000000001,0.7562437562437563,0.6000000000000001
101017638,11216,,0.0027778236815265,0.0027778236815265,False,12,17.778064471570815,0.6768773030413139,0.1418581418581418,0.15,0.1418581418581418,0.15,0.1468531468531468,0.3,0.1468531468531468,0.3,0.1648351648351648,0.6000000000000001,0.1648351648351648,0.6000000000000001
101058021,11222,,0.0027778257777981,0.0027778257777981,False,8,17.778078185994218,0.6768521818429789,0.5324675324675324,0.15,0.5324675324675324,0.15,0.6213786213786214,0.3,0.6213786213786214,0.3,0.6503496503496503,0.6000000000000001,0.6503496503496503,0.6000000000000001
101070347,11752,,0.0027778253177075,0.0027778253177075,False,14,17.778079592058475,0.4914721750230106,0.8641358641358642,0.15,0.8641358641358642,0.15,0.8391608391608392,0.3,0.8391608391608392,0.3,0.8321678321678322,0.6000000000000001,0.8321678321678322,0.6000000000000001
101099031,11752,,0.0027778288053923,0.0027778288053923,False,4,17.778101090708788,0.919505955031822,0.2517482517482518,0.15,0.2517482517482518,0.15,0.2937062937062937,0.3,0.2937062937062937,0.3,0.3046953046953047,0.6000000000000001,0.3046953046953047,0.6000000000000001
101100320,11752,,0.0027778262483479,0.0027778262483479,False,7,17.7780854214393,0.8846101375696442,0.0469530469530469,0.15,0.0469530469530469,0.15,0.0789210789210789,0.3,0.0789210789210789,0.3,0.0999000999000999,0.6000000000000001,0.0999000999000999,0.6000000000000001
101101390,11365,,0.0027778313703947,0.0027778313703947,False,14,17.778114959498907,0.51711158540584,0.7532467532467533,0.15,0.7532467532467533,0.15,0.7682317682317682,0.3,0.7682317682317682,0.3,0.7712287712287712,0.6000000000000001,0.7712287712287712,0.6000000000000001
101126095,11750,,0.0027778311329029,0.0027778311329029,False,10,17.776727157559435,0.6598549315757009,0.4705294705294705,0.15,0.4705294705294705,0.15,0.5604395604395604,0.3,0.5604395604395604,0.3,0.5894105894105894,0.6000000000000001,0.5894105894105894,0.6000000000000001
101139085,11752,,0.0027778285766544,0.0027778285766544,False,9,17.77810026322868,0.7865168076990889,0.1218781218781218,0.15,0.1218781218781218,0.15,0.1628371628371628,0.3,0.1628371628371628,0.3,0.1628371628371628,0.6000000000000001,0.1628371628371628,0.6000000000000001
101930558,16542,,0.0055556050544964,0.0055556050544964,False,16,24.904318413265173,0.4417384026010372,0.8171828171828172,0.15,0.8171828171828172,0.15,0.8511488511488512,0.3,0.8511488511488512,0.3,0.8591408591408591,0.6000000000000001,0.8591408591408591,0.6000000000000001
101932572,16545,,0.0055556022603013,0.0055556022603013,False,15,24.90430801923958,0.5256082442439971,0.4045954045954046,0.15,0.4045954045954046,0.15,0.3786213786213786,0.3,0.3786213786213786,0.3,0.3996003996003996,0.6000000000000001,0.3996003996003996,0.6000000000000001
101932654,16545,0.0055556050542691,0.0055556050542691,0.0055556050542691,True,19,24.904319499652956,0.4299887035582705,0.7082917082917083,0.15,0.7082917082917083,0.15,0.7372627372627373,0.3,0.7372627372627373,0.3,0.7502497502497503,0.6000000000000001,0.7502497502497503,0.6000000000000001
101933280,16544,,0.0055556115735271,0.0055556115735271,False,10,24.90434705003736,0.6880078489006378,0.2177822177822178,0.15,0.2177822177822178,0.15,0.4825174825174825,0.3,0.4825174825174825,0.3,0.6183816183816184,0.6000000000000001,0.6183816183816184,0.6000000000000001
101944261,16542,,0.0055556176280333,0.0055556176280333,False,11,24.90437491846842,0.6283358178997818,0.2427572427572427,0.15,0.2427572427572427,0.15,0.4095904095904096,0.3,0.4095904095904096,0.3,0.4975024975024975,0.6000000000000001,0.4975024975024975,0.6000000000000001
101948395,16543,,0.0055556176280333,0.0055556176280333,False,12,24.90437737878983,0.5290375674145482,0.7072927072927073,0.15,0.7072927072927073,0.15,0.7062937062937062,0.3,0.7062937062937062,0.3,0.7302697302697303,0.6000000000000001,0.7302697302697303,0.6000000000000001
101948780,16543,,0.0055556050547238,0.0055556050547238,False,15,24.90432503170905,0.4742807664889603,0.7392607392607392,0.15,0.7392607392607392,0.15,0.7142857142857143,0.3,0.7142857142857143,0.3,0.6623376623376623,0.6000000000000001,0.6623376623376623,0.6000000000000001
101949364,16544,0.0055555952756094,0.0055555952756094,0.0055555952756094,True,19,24.90428452918877,0.4669908820500219,0.6783216783216783,0.15,0.6783216783216783,0.15,0.7052947052947053,0.3,0.7052947052947053,0.3,0.7322677322677322,0.6000000000000001,0.7322677322677322,0.6000000000000001
101949836,16543,,0.0055556120387336,0.0055556120387336,False,11,24.904353335067754,0.712449602888999,0.0849150849150849,0.15,0.0849150849150849,0.15,0.1018981018981019,0.3,0.1018981018981019,0.3,0.1218781218781218,0.6000000000000001,0.1218781218781218,0.6000000000000001
101963736,16545,,0.0055556027253942,0.0055556027253942,False,12,24.904315792057787,0.5955594814600425,0.1758241758241758,0.15,0.1758241758241758,0.15,0.1738261738261738,0.3,0.1738261738261738,0.3,0.1978021978021978,0.6000000000000001,0.1978021978021978,0.6000000000000001
101992165,16544,,0.0055555934127369,0.0055555934127369,False,17,24.904278116334353,0.560326256177954,0.2557442557442557,0.15,0.2557442557442557,0.15,0.2367632367632367,0.3,0.2367632367632367,0.3,0.2437562437562437,0.6000000000000001,0.2437562437562437,0.6000000000000001
102029678,16542,,0.0055556048205289,0.0055556048205289,False,18,24.904326220076655,0.38185391770943,0.982017982017982,0.15,0.982017982017982,0.15,0.9790209790209792,0.3,0.9790209790209792,0.3,0.9790209790209792,0.6000000000000001,0.9790209790209792,0.6000000000000001
102049230,16545,,0.0055556180927851,0.0055556180927851,False,14,24.904385830775027,0.6158303927029969,0.2837162837162837,0.15,0.2837162837162837,0.15,0.2797202797202797,0.3,0.2797202797202797,0.3,0.2757242757242757,0.6000000000000001,0.2757242757242757,0.6000000000000001
102063797,27616,,0.0083333579731288,0.0083333579731288,False,29,49.604040059611634,0.3695755133834646,0.8831168831168831,0.15,0.8831168831168831,0.15,0.8791208791208791,0.3,0.8791208791208791,0.3,0.8661338661338661,0.6000000000000001,0.8661338661338661,0.6000000000000001
102070608,27618,,0.0083333481927638,0.0083333481927638,False,28,49.60398561123429,0.4356130936773147,0.3846153846153846,0.15,0.3846153846153846,0.15,0.3886113886113886,0.3,0.3886113886113886,0.3,0.3896103896103896,0.6000000000000001,0.3896103896103896,0.6000000000000001
102086414,27616,,0.0083333453983414,0.0083333453983414,False,25,49.60397352336577,0.3863109273957734,0.8041958041958042,0.15,0.8041958041958042,0.15,0.8511488511488512,0.3,0.8511488511488512,0.3,0.8761238761238761,0.6000000000000001,0.8761238761238761,0.6000000000000001
10802452,11136,,0.5500026349218388,0.5500026349218388,False,2,17.775046821147498,1.0,0.0399600399600399,0.15,0.2127872127872128,1.6500079047655165,0.1028971028971029,0.3,0.2127872127872128,1.6500079047655165,0.1558441558441558,0.6000000000000001,0.2127872127872128,1.6500079047655165
10819194,11212,,0.0027777966733992,0.0027777966733992,False,7,17.77507670775458,0.6917943116576595,0.4375624375624375,0.15,0.4375624375624375,0.15,0.5354645354645354,0.3,0.5354645354645354,0.3,0.5544455544455544,0.6000000000000001,0.5544455544455544,0.6000000000000001
10819945,11211,,0.3333357125393377,0.3333357125393377,False,1,17.77647045572303,,,,,,,,,,,,,
10838083,11152,,0.0027777999328009,0.0027777999328009,False,9,17.776487552942854,0.615854219146979,0.6573426573426573,0.15,0.6573426573426573,0.15,0.6763236763236763,0.3,0.6763236763236763,0.3,0.6643356643356644,0.6000000000000001,0.6643356643356644,0.6000000000000001
111245072,8933,,0.0027777596530995,0.0027777596530995,False,13,17.776306554125767,0.6101443441167952,0.4585414585414585,0.15,0.4585414585414585,0.15,0.3756243756243756,0.3,0.3756243756243756,0.3,0.3156843156843157,0.6000000000000001,0.3156843156843157,0.6000000000000001
111267568,11072,,0.0027777673365108,0.0027777673365108,False,3,17.774912859475535,0.9918190008946336,0.1558441558441558,0.15,0.1558441558441558,0.15,0.1578421578421578,0.3,0.1578421578421578,0.3,0.1478521478521478,0.6000000000000001,0.1478521478521478,0.6000000000000001
111269697,10867,0.0027777703633091,0.0027777703633091,0.0027777703633091,True,6,17.77493620749965,0.7873601322880631,0.2067932067932067,0.15,0.2067932067932067,0.15,0.2947052947052947,0.3,0.2947052947052947,0.3,0.4005994005994006,0.6000000000000001,0.4005994005994006,0.6000000000000001
114750450,16545,0.0055556516213073,0.0055556516213073,0.0055556516213073,True,18,24.904458671841898,0.4613660800400683,0.7442557442557443,0.15,0.7442557442557443,0.15,0.7662337662337663,0.3,0.7662337662337663,0.3,0.7582417582417582,0.6000000000000001,0.7582417582417582,0.6000000000000001
114750474,16545,,0.005555651153827,0.005555651153827,False,11,24.904454887412612,0.8625154679670021,0.0279720279720279,0.15,0.0279720279720279,0.15,0.0409590409590409,0.3,0.0409590409590409,0.3,0.0619380619380619,0.6000000000000001,0.0619380619380619,0.6000000000000001
114818487,16543,,0.038889620016107,0.038889620016107,False,4,24.90450372736541,0.9289298891713824,0.1868131868131868,0.15,0.1868131868131868,0.15,0.2927072927072927,0.3,0.2927072927072927,0.3,0.3246753246753247,0.6000000000000001,0.3246753246753247,0.6000000000000001
114818789,16546,,0.1000020225583284,0.1000020225583284,False,10,24.90453860586149,0.6396427818566596,0.0879120879120879,0.15,0.2487512487512487,0.3000060676749854,0.2487512487512487,0.3,0.2487512487512487,0.3000060676749854,0.3846153846153846,0.6000000000000001,0.3846153846153846,0.6000000000000001
114858562,16544,,0.0055556679180881,0.0055556679180881,False,11,24.90453915953276,0.5477234251666663,0.7322677322677322,0.15,0.7322677322677322,0.15,0.7752247752247752,0.3,0.7752247752247752,0.3,0.7792207792207793,0.6000000000000001,0.7792207792207793,0.6000000000000001
114859570,16545,,0.0055556637285008,0.0055556637285008,False,17,24.904522470697884,0.4622799432544735,0.5664335664335665,0.15,0.5664335664335665,0.15,0.5884115884115884,0.3,0.5884115884115884,0.3,0.6213786213786214,0.6000000000000001,0.6213786213786214,0.6000000000000001
114918596,16410,0.0055554960499648,0.0055554960499648,0.0055554960499648,True,13,25.271799287153044,0.5238735350425704,0.4835164835164835,0.15,0.4835164835164835,0.15,0.6363636363636364,0.3,0.6363636363636364,0.3,0.6913086913086913,0.6000000000000001,0.6913086913086913,0.6000000000000001
114948814,16417,,0.0055554974469487,0.0055554974469487,False,17,25.28430550431608,0.4608785735143901,0.7372627372627373,0.15,0.7372627372627373,0.15,0.7912087912087912,0.3,0.7912087912087912,0.3,0.8111888111888111,0.6000000000000001,0.8111888111888111,0.6000000000000001
114949823,16413,,0.0055555030335199,0.0055555030335199,False,11,25.284325343349565,0.5957877161914465,0.1738261738261738,0.15,0.1738261738261738,0.15,0.4485514485514486,0.3,0.4485514485514486,0.3,0.5274725274725275,0.6000000000000001,0.5274725274725275,0.6000000000000001
114950121,16419,,0.3388857703439498,0.3388857703439498,False,3,25.28155393087673,0.3437500067933488,0.994005994005994,0.15,0.5534465534465535,1.0166573110318495,0.8631368631368631,0.3,0.5534465534465535,1.0166573110318495,0.6743256743256744,0.6000000000000001,0.5534465534465535,1.0166573110318495
114952667,16421,,0.0055554946532083,0.0055554946532083,False,3,25.28290799612796,0.999980840703553,0.0189810189810189,0.15,0.0189810189810189,0.15,0.0439560439560439,0.3,0.0439560439560439,0.3,0.0619380619380619,0.6000000000000001,0.0619380619380619,0.6000000000000001
114953091,16422,,0.0055554927905632,0.0055554927905632,False,11,25.282900444964525,0.6991246816777953,0.0799200799200799,0.15,0.0799200799200799,0.15,0.0759240759240759,0.3,0.0759240759240759,0.3,0.0859140859140859,0.6000000000000001,0.0859140859140859,0.6000000000000001
114953216,16407,0.1666647836759693,0.1666647836759693,0.1666647836759693,True,0,25.26762232545275,,,,,,,,,,,,,
114990385,16421,0.0055555025689955,0.0055555025689955,0.0055555025689955,True,10,25.284326726363588,0.8118539653711918,0.0249750249750249,0.15,0.0249750249750249,0.15,0.0629370629370629,0.3,0.0629370629370629,0.3,0.0779220779220779,0.6000000000000001,0.0779220779220779,0.6000000000000001
115012786,16422,,0.0055554965151713,0.0055554965151713,False,13,25.284304696859408,0.6863724865051872,0.0429570429570429,0.15,0.0429570429570429,0.15,0.0569430569430569,0.3,0.0569430569430569,0.3,0.0569430569430569,0.6000000000000001,0.0569430569430569,0.6000000000000001
115043101,16420,,0.0055555011720116,0.0055555011720116,False,11,25.284323774071023,0.7030843944232775,0.1158841158841158,0.15,0.1158841158841158,0.15,0.1518481518481518,0.3,0.1518481518481518,0.3,0.1928071928071928,0.6000000000000001,0.1928071928071928,0.6000000000000001
115114717,16420,0.0055555095538011,0.0055555095538011,0.0055555095538011,True,9,25.28436063581853,0.66407417498201,0.2817182817182817,0.15,0.2817182817182817,0.15,0.3626373626373626,0.3,0.3626373626373626,0.3,0.4655344655344655,0.6000000000000001,0.4655344655344655,0.6000000000000001
115115136,16414,0.0888881081700674,0.0888881081700674,0.0888881081700674,True,12,25.278795637479107,0.8756999601419702,0.0029970029970029,0.15,0.0009990009990009,0.2666643245102021,0.0019980019980019,0.3,0.0019980019980019,0.3,0.0069930069930069,0.6000000000000001,0.0069930069930069,0.6000000000000001
115150962,16419,,0.005555514210414,0.005555514210414,False,13,25.284378540960688,0.5813163947337865,0.6043956043956044,0.15,0.6043956043956044,0.15,0.6623376623376623,0.3,0.6623376623376623,0.3,0.7032967032967034,0.6000000000000001,0.7032967032967034,0.6000000000000001
11518255,11226,,0.0027777552295447,0.0027777552295447,False,8,17.776216904549074,0.8027799326018998,0.1848151848151848,0.15,0.1848151848151848,0.15,0.2987012987012987,0.3,0.2987012987012987,0.3,0.3536463536463536,0.6000000000000001,0.3536463536463536,0.6000000000000001
115273603,11072,,0.0027777556949786,0.0027777556949786,False,14,17.77622988997973,0.5054160822368086,0.7622377622377622,0.15,0.7622377622377622,0.15,0.7482517482517482,0.3,0.7482517482517482,0.3,0.7242757242757243,0.6000000000000001,0.7242757242757243,0.6000000000000001
115273621,11032,,0.0027777552293173,0.0027777552293173,False,6,17.77622826482184,0.761322069747814,0.3966033966033966,0.15,0.3966033966033966,0.15,0.4355644355644356,0.3,0.4355644355644356,0.3,0.4705294705294705,0.6000000000000001,0.4705294705294705,0.6000000000000001
115276107,10872,0.0027777503398738,0.0027777503398738,0.0027777503398738,True,4,17.77620430002935,0.8920052153193495,0.0639360639360639,0.15,0.0639360639360639,0.15,0.0849150849150849,0.3,0.0849150849150849,0.3,0.0889110889110889,0.6000000000000001,0.0889110889110889,0.6000000000000001
115276582,11074,,0.0027777570919624,0.0027777570919624,False,12,17.776238152207952,0.5735329554259048,0.6433566433566433,0.15,0.6433566433566433,0.15,0.6393606393606394,0.3,0.6393606393606394,0.3,0.6183816183816184,0.6000000000000001,0.6183816183816184,0.6000000000000001
11528214,11201,,0.0027777570921898,0.0027777570921898,False,10,17.77622963991962,0.6974918329655724,0.0889110889110889,0.15,0.0889110889110889,0.15,0.0749250749250749,0.3,0.0749250749250749,0.3,0.0699300699300699,0.6000000000000001,0.0699300699300699,0.6000000000000001
115284339,10899,,0.0027777517375398,0.0027777517375398,False,10,17.77621249706499,0.6035484527149227,0.5434565434565435,0.15,0.5434565434565435,0.15,0.5764235764235764,0.3,0.5764235764235764,0.3,0.6183816183816184,0.6000000000000001,0.6183816183816184,0.6000000000000001
115320495,10955,,0.0027777584891737,0.0027777584891737,False,10,17.776251866864186,0.7296390598372993,0.1448551448551448,0.15,0.1448551448551448,0.15,0.1458541458541458,0.3,0.1458541458541458,0.3,0.1678321678321678,0.6000000000000001,0.1678321678321678,0.6000000000000001
115321756,11073,,0.0027777659397543,0.0027777659397543,False,8,17.7762923058217,0.7262403430933276,0.4665334665334665,0.15,0.4665334665334665,0.15,0.5184815184815185,0.3,0.5184815184815185,0.3,0.4955044955044955,0.6000000000000001,0.4955044955044955,0.6000000000000001
115350058,8921,,0.0027777484781381,0.0027777484781381,False,12,17.776238309601467,0.564605041818642,0.6613386613386614,0.15,0.6613386613386614,0.15,0.6813186813186813,0.3,0.6813186813186813,0.3,0.6803196803196803,0.6000000000000001,0.6803196803196803,0.6000000000000001
11545988,11046,,0.0027777556952059,0.0027777556952059,False,11,17.776228972161334,0.5113916307990486,0.7762237762237763,0.15,0.7762237762237763,0.15,0.7712287712287712,0.3,0.7712287712287712,0.3,0.7882117882117882,0.6000000000000001,0.7882117882117882,0.6000000000000001
11557550,11041,,0.0027777577909091,0.0027777577909091,False,13,17.776241318704706,0.457109973343708,0.8021978021978022,0.15,0.8021978021978022,0.15,0.8401598401598401,0.3,0.8401598401598401,0.3,0.8291708291708292,0.6000000000000001,0.8291708291708292,0.6000000000000001
115692561,16544,,0.0055556152983626,0.0055556152983626,False,11,24.90433725438652,0.6317339595238686,0.1318681318681318,0.15,0.1318681318681318,0.15,0.2017982017982018,0.3,0.2017982017982018,0.3,0.2127872127872128,0.6000000000000001,0.2127872127872128,0.6000000000000001
115693639,16545,,0.0055556143668127,0.0055556143668127,False,13,24.904334066469342,0.5633781092208218,0.4605394605394605,0.15,0.4605394605394605,0.15,0.5454545454545454,0.3,0.5454545454545454,0.3,0.5784215784215784,0.6000000000000001,0.5784215784215784,0.6000000000000001
11615061,11191,,0.0027777622149187,0.0027777622149187,False,12,17.776262808973115,0.6036077135583271,0.3286713286713286,0.15,0.3286713286713286,0.15,0.3356643356643357,0.3,0.3356643356643357,0.3,0.2817182817182817,0.6000000000000001,0.2817182817182817,0.6000000000000001
11637281,11012,,0.0027777603522736,0.0027777603522736,False,11,17.776258867150318,0.5963465297832161,0.3786213786213786,0.15,0.3786213786213786,0.15,0.3566433566433566,0.3,0.3566433566433566,0.3,0.3896103896103896,0.6000000000000001,0.3896103896103896,0.6000000000000001
116417661,16544,,0.0722230715277874,0.0722230715277874,False,22,24.904363882761572,0.9240550988711804,0.0009990009990009,0.15,0.0009990009990009,0.2166692145833622,0.0009990009990009,0.3,0.0009990009990009,0.3,0.0009990009990009,0.6000000000000001,0.0009990009990009,0.6000000000000001
11645778,11225,,0.0027777696649309,0.0027777696649309,False,10,17.776304215574783,0.5839325018851644,0.5204795204795205,0.15,0.5204795204795205,0.15,0.5634365634365635,0.3,0.5634365634365635,0.3,0.5854145854145855,0.6000000000000001,0.5854145854145855,0.6000000000000001
11649564,11225,,0.0027777715283718,0.0027777715283718,False,8,17.774927874025252,0.7118767020357087,0.2337662337662337,0.15,0.2337662337662337,0.15,0.3226773226773227,0.3,0.3226773226773227,0.3,0.4425574425574425,0.6000000000000001,0.4425574425574425,0.6000000000000001
11649619,11225,,0.0027777733901075,0.0027777733901075,False,14,17.776326669296395,0.607622931991591,0.3936063936063936,0.15,0.3936063936063936,0.15,0.3356643356643357,0.3,0.3356643356643357,0.3,0.3456543456543456,0.6000000000000001,0.3456543456543456,0.6000000000000001
11649757,11226,,0.0027777712947454,0.0027777712947454,False,3,17.7763147199621,0.999867834783756,0.0049950049950049,0.15,0.0049950049950049,0.15,0.0069930069930069,0.3,0.0069930069930069,0.3,0.0059940059940059,0.6000000000000001,0.0059940059940059,0.6000000000000001
11651884,11022,,0.0027777678028542,0.0027777678028542,False,12,17.776303106835257,0.5855025698718623,0.5474525474525475,0.15,0.5474525474525475,0.15,0.5544455544455544,0.3,0.5544455544455544,0.3,0.5764235764235764,0.6000000000000001,0.5764235764235764,0.6000000000000001
11652908,11008,,0.0027777664045061,0.0027777664045061,False,14,17.77629374611206,0.4332088365148127,0.914085914085914,0.15,0.914085914085914,0.15,0.912087912087912,0.3,0.912087912087912,0.3,0.8571428571428571,0.6000000000000001,0.8571428571428571,0.6000000000000001
117549467,16545,,0.0055556860802425,0.0055556860802425,False,3,24.905997937577013,0.981106058545308,0.0969030969030969,0.15,0.0969030969030969,0.15,0.1798201798201798,0.3,0.1798201798201798,0.3,0.2127872127872128,0.6000000000000001,0.2127872127872128,0.6000000000000001
117643471,16544,,0.0055556162310494,0.0055556162310494,False,13,24.904353019815066,0.5612661985659841,0.4915084915084915,0.15,0.4915084915084915,0.15,0.4725274725274725,0.3,0.4725274725274725,0.3,0.4775224775224775,0.6000000000000001,0.4775224775224775,0.6000000000000001
117875969,16542,0.0055556180927851,0.0055556180927851,0.0055556180927851,True,11,24.90436117587251,0.5862868807758391,0.3686313686313686,0.15,0.3686313686313686,0.15,0.5384615384615384,0.3,0.5384615384615384,0.3,0.5724275724275725,0.6000000000000001,0.5724275724275725,0.6000000000000001
118826478,16541,,0.0055556311313011,0.0055556311313011,False,16,24.90441837491107,0.5544299396026167,0.3226773226773227,0.15,0.3226773226773227,0.15,0.3896103896103896,0.3,0.3896103896103896,0.3,0.3696303696303696,0.6000000000000001,0.3696303696303696,0.6000000000000001
120414503,16543,0.0055555473122694,0.0055555473122694,0.0055555473122694,True,13,24.90403488654283,0.7103133341767485,0.1078921078921078,0.15,0.1078921078921078,0.15,0.1538461538461538,0.3,0.1538461538461538,0.3,0.1998001998001998,0.6000000000000001,0.1998001998001998,0.6000000000000001
120414543,16545,,0.0055555487087985,0.0055555487087985,False,15,24.904039912425105,0.4784247620389762,0.7132867132867133,0.15,0.7132867132867133,0.15,0.7452547452547452,0.3,0.7452547452547452,0.3,0.7332667332667333,0.6000000000000001,0.7332667332667333,0.6000000000000001
120430207,16485,,0.0055555612811986,0.0055555612811986,False,22,24.90409278127936,0.4312048589346047,0.7372627372627373,0.15,0.7372627372627373,0.15,0.7222777222777222,0.3,0.7222777222777222,0.3,0.7972027972027972,0.6000000000000001,0.7972027972027972,0.6000000000000001
